time,ax,ay,az,aT
3.153,0.23,0.59,-0.72,0.96
3.158,0.44,0.14,-0.35,0.58
3.163,0.95,-0.96,-0.10,1.35
3.169,1.44,-1.80,0.35,2.33
3.177,1.61,-1.74,1.15,2.64
3.179,1.94,-1.16,5.72,6.15
3.183,1.97,-0.41,8.89,9.12
3.189,0.97,0.20,4.43,4.54
3.193,0.27,0.51,1.90,1.99
3.198,0.00,0.35,-0.12,0.37
3.208,-0.17,0.14,-1.35,1.37
3.209,-0.26,0.02,-1.54,1.56
3.213,-0.41,-0.09,-0.76,0.87
3.242,-0.57,-0.20,0.68,0.90
3.243,-0.75,-0.21,0.41,0.88
3.244,-0.56,-0.28,0.80,1.02
3.245,-0.16,-0.34,0.69,0.78
3.246,0.30,-0.44,0.90,1.05
3.247,0.65,-0.57,0.91,1.25
3.248,0.74,-0.67,0.61,1.17
3.254,0.76,-0.67,0.34,1.07
3.258,0.74,-0.56,0.37,0.99
3.269,0.45,-0.44,0.23,0.67
3.271,0.26,-0.36,-0.25,0.51
3.274,0.08,-0.33,-0.74,0.82
3.279,-0.09,-0.25,-0.70,0.75
3.285,-0.26,0.14,0.47,0.56
3.289,-0.68,0.50,1.12,1.40
3.298,-0.80,0.49,0.92,1.32
3.299,-0.69,0.03,0.64,0.94
3.305,-0.36,-0.55,0.32,0.73
3.309,0.08,-0.95,0.46,1.05
3.314,0.33,-1.00,0.89,1.38
3.320,0.22,-0.56,1.62,1.73
3.329,-0.19,-0.17,1.91,1.93
3.330,-0.46,-0.14,2.04,2.10
3.352,-0.52,-0.36,1.75,1.87
3.353,-0.56,-0.52,1.74,1.90
3.354,-0.52,-0.72,1.58,1.81
3.354,-0.53,-0.62,1.80,1.98
3.359,-0.43,-0.34,2.10,2.17
3.360,-0.59,-0.16,2.33,2.41
3.365,-0.68,-0.00,2.60,2.69
3.370,-1.06,0.20,3.20,3.38
3.375,-1.10,0.49,5.14,5.28
3.380,-1.01,0.59,4.80,4.95
3.391,-0.95,0.52,6.28,6.37
3.393,-1.05,0.30,6.42,6.51
3.395,-1.21,-0.01,5.44,5.58
3.401,-0.40,-3.10,-53.39,53.48
3.406,1.88,-3.08,-28.13,28.36
3.413,0.05,0.69,-7.68,7.71
3.419,-0.39,2.04,-1.90,2.81
3.422,-0.84,2.25,3.72,4.43
3.426,-2.02,1.75,3.12,4.11
3.432,-1.66,-0.11,0.16,1.67
3.437,-1.24,-0.94,-1.72,2.32
3.444,-0.90,-0.61,-0.90,1.41
3.451,-0.45,-0.27,0.65,0.84
3.452,-0.02,0.24,0.85,0.88
3.452,0.74,-0.08,-0.69,1.02
3.455,1.22,-0.47,-1.69,2.14
3.460,0.90,-0.48,-0.13,1.03
3.465,0.29,-0.11,0.49,0.58
3.484,-0.32,0.22,-0.18,0.43
3.492,-0.48,0.15,-1.00,1.11
3.493,-0.47,-0.03,-1.12,1.21
3.493,-0.37,0.04,-0.10,0.39
3.494,-0.36,0.13,0.80,0.88
3.496,-0.27,0.04,-0.06,0.28
3.501,-0.08,-0.14,-0.90,0.92
3.514,0.09,-0.22,-0.91,0.94
3.515,0.21,-0.17,-0.10,0.29
3.518,0.12,-0.07,0.52,0.54
3.522,-0.14,-0.04,0.13,0.20
3.526,-0.54,-0.11,-0.70,0.90
3.531,-0.93,-0.16,-0.87,1.28
3.536,-1.12,-0.10,-0.45,1.21
3.541,-1.18,0.04,0.05,1.19
3.546,-1.03,0.13,0.20,1.06
3.552,-0.57,0.13,0.09,0.59
3.557,-0.07,-0.02,-0.10,0.12
3.564,0.20,-0.20,0.19,0.34
3.567,0.36,-0.41,0.64,0.84
3.573,0.61,-0.68,0.56,1.07
3.577,0.74,-0.80,-0.07,1.10
3.587,0.53,-0.62,-0.65,1.04
3.588,0.19,-0.21,-0.82,0.87
3.595,0.17,0.20,-0.95,0.98
3.597,0.36,0.48,-0.91,1.09
3.619,0.49,0.57,-0.55,0.94
3.620,0.50,0.39,-0.16,0.65
3.621,0.38,0.07,0.07,0.39
3.621,0.18,-0.14,0.07,0.24
3.622,-0.01,-0.22,-0.06,0.23
3.627,-0.12,-0.32,-0.12,0.36
3.633,-0.26,-0.45,-0.06,0.52
3.640,-0.39,-0.52,-0.07,0.66
3.643,-0.39,-0.47,-0.18,0.64
3.648,-0.35,-0.31,-0.57,0.74
3.653,-0.48,-0.03,-0.93,1.05
3.659,-0.52,0.26,-2.03,2.11
3.663,-0.30,0.44,-2.48,2.54
3.668,-0.16,0.42,-0.25,0.51
3.673,-0.47,0.30,-0.36,0.66
3.678,-0.86,0.39,-0.34,1.01
3.683,-0.01,-0.09,-0.22,0.23
3.689,1.43,-0.60,-0.29,1.58
3.694,-0.12,0.27,-0.50,0.58
3.699,-0.26,0.21,-0.54,0.63
3.704,-0.21,0.18,-0.48,0.55
3.710,-0.29,0.05,-0.43,0.51
3.713,-0.62,-0.19,-0.34,0.73
3.719,-0.97,-0.38,-0.21,1.06
3.724,-1.15,-0.57,-0.22,1.30
3.729,-1.30,-0.52,-0.18,1.42
3.738,-0.63,-0.35,-0.58,0.93
3.739,0.44,-0.06,-1.22,1.29
3.746,-0.22,0.40,0.06,0.46
3.774,0.09,0.60,-0.10,0.61
3.775,1.68,0.53,-0.21,1.78
3.777,4.52,0.23,-0.60,4.56
3.778,0.29,0.65,-0.22,0.74
3.778,-0.40,-0.04,-0.34,0.52
3.779,-0.09,-0.04,-0.51,0.52
3.780,-0.18,-0.03,-0.43,0.47
3.786,-0.21,-0.09,-0.29,0.37
3.790,-0.13,-0.08,-0.17,0.23
3.795,-0.14,-0.07,-0.18,0.24
3.800,-0.22,0.05,-0.23,0.33
3.805,-0.19,-0.02,-0.56,0.59
3.810,-0.23,-0.09,-0.37,0.45
3.815,-0.11,-0.17,-0.20,0.28
3.820,-0.19,-0.28,-0.05,0.34
3.825,-0.18,-0.35,-0.22,0.45
3.829,-0.62,-0.46,-0.54,0.95
3.836,-0.44,-0.44,-0.49,0.79
3.840,-0.54,-0.26,-0.11,0.61
3.844,-0.80,0.02,0.10,0.81
3.850,-1.78,0.47,0.10,1.84
3.856,-0.20,0.57,-0.31,0.68
3.860,-0.26,0.64,-0.31,0.76
3.868,0.73,0.07,-0.33,0.81
3.871,1.14,0.24,-0.29,1.20
3.875,1.00,0.08,-0.40,1.08
3.901,0.25,-0.11,-0.46,0.53
3.903,-0.35,-0.03,-0.41,0.54
3.903,-0.69,0.17,-0.34,0.79
3.904,-0.74,0.14,-0.17,0.77
3.905,-0.56,0.08,-0.22,0.60
3.906,-0.07,-0.07,-0.27,0.28
3.912,0.37,-0.15,-0.24,0.46
3.913,0.59,-0.19,-0.24,0.66
3.917,0.60,-0.14,-0.25,0.66
3.922,0.09,-0.08,-0.21,0.24
3.926,-0.03,-0.03,-0.33,0.33
3.932,-0.14,-0.07,-0.42,0.45
3.937,-0.18,-0.02,-0.31,0.36
3.941,-0.15,-0.01,-0.26,0.30
3.946,-0.11,-0.02,-0.26,0.28
3.952,-0.09,-0.05,-0.26,0.28
3.956,-0.09,-0.08,-0.35,0.36
3.961,-0.02,-0.04,-0.42,0.42
3.968,0.10,0.04,-0.35,0.37
3.972,0.28,0.06,-0.25,0.38
3.976,0.59,-0.05,-0.26,0.64
3.982,0.75,-0.08,-0.27,0.80
3.987,1.06,-0.12,-0.31,1.11
3.992,1.44,-0.17,-0.21,1.47
4.000,1.24,-0.23,0.16,1.27
4.003,0.12,-0.39,-0.29,0.50
4.007,-0.56,-0.35,1.50,1.63
4.012,-0.67,-0.33,1.49,1.66
4.034,-0.86,-0.23,-0.37,0.96
4.035,-0.82,-0.04,-0.84,1.18
4.036,-0.64,-0.00,-0.23,0.68
4.037,-0.49,-0.02,0.17,0.51
4.039,-0.36,-0.02,0.09,0.37
4.043,-0.47,0.03,-0.41,0.63
4.049,-0.56,0.11,-0.69,0.90
4.053,-0.48,0.19,-0.55,0.75
4.057,-0.42,0.12,-0.27,0.51
4.064,-0.36,0.07,0.02,0.37
4.068,-0.33,0.12,0.02,0.35
4.072,-0.44,0.12,-0.28,0.54
4.077,-0.34,0.02,-0.58,0.67
4.083,-0.18,-0.08,-0.63,0.66
4.087,-0.18,-0.11,-0.32,0.38
4.093,-0.06,-0.12,0.02,0.14
4.098,-0.02,-0.05,-0.01,0.06
4.103,-0.08,0.00,-0.32,0.33
4.108,-0.16,-0.03,-0.57,0.60
4.113,-0.22,-0.02,-0.55,0.59
4.120,-0.20,-0.02,-0.25,0.32
4.123,-0.14,-0.06,0.00,0.16
4.128,-0.12,-0.05,-0.06,0.15
4.134,-0.09,-0.02,-0.37,0.39
4.142,-0.15,-0.06,-0.59,0.61
4.143,-0.18,-0.05,-0.44,0.48
4.152,-0.15,0.01,-0.16,0.22
4.154,-0.10,0.02,-0.05,0.12
4.159,-0.09,-0.01,-0.17,0.19
4.191,-0.13,-0.00,-0.39,0.41
4.192,-0.16,-0.03,-0.48,0.50
4.193,-0.18,-0.04,-0.30,0.36
4.193,-0.21,-0.07,-0.18,0.28
4.194,-0.15,-0.06,-0.14,0.21
4.194,-0.12,-0.04,-0.24,0.28
4.195,-0.09,-0.03,-0.41,0.43
4.199,-0.14,0.01,-0.40,0.42
4.203,-0.14,-0.02,-0.25,0.29
4.208,-0.14,-0.02,-0.17,0.22
4.214,-0.18,-0.06,-0.19,0.26
4.219,-0.15,-0.03,-0.34,0.37
4.224,-0.16,-0.02,-0.38,0.41
4.229,-0.12,-0.02,-0.36,0.38
4.235,-0.12,-0.05,-0.20,0.24
4.239,-0.14,-0.06,-0.12,0.19
4.245,-0.18,-0.03,-0.21,0.28
4.250,-0.15,-0.01,-0.41,0.43
4.254,-0.19,-0.01,-0.50,0.53
4.259,-0.16,-0.06,-0.34,0.38
4.266,-0.15,-0.07,-0.17,0.24
4.270,-0.16,-0.03,-0.09,0.18
4.275,-0.15,-0.04,-0.27,0.31
4.284,-0.18,-0.02,-0.47,0.50
4.286,-0.14,-0.06,-0.54,0.56
4.289,-0.13,-0.04,-0.29,0.32
4.311,-0.08,-0.03,-0.08,0.11
4.312,-0.11,-0.04,-0.07,0.13
4.313,-0.16,-0.02,-0.31,0.35
4.314,-0.17,-0.05,-0.51,0.54
4.323,-0.19,0.01,-0.49,0.53
4.324,-0.11,-0.00,-0.23,0.26
4.325,-0.04,-0.01,-0.02,0.05
4.329,-0.11,-0.02,-0.08,0.14
4.334,-0.14,-0.04,-0.33,0.36
4.340,-0.16,-0.09,-0.51,0.54
4.344,-0.15,-0.06,-0.47,0.49
4.349,-0.19,-0.01,-0.28,0.34
4.354,-0.06,-0.04,-0.14,0.16
4.361,-0.07,-0.02,-0.12,0.15
4.364,-0.21,-0.00,-0.25,0.33
4.369,-0.17,-0.03,-0.43,0.47
4.374,-0.17,-0.03,-0.44,0.47
4.375,-0.15,-0.05,-0.25,0.29
4.380,-0.09,-0.06,-0.15,0.18
4.384,-0.05,-0.07,-0.20,0.21
4.390,-0.08,-0.02,-0.35,0.36
4.396,-0.15,-0.01,-0.45,0.47
4.400,-0.19,-0.00,-0.43,0.47
4.406,-0.16,-0.03,-0.29,0.34
4.414,-0.14,-0.02,-0.15,0.21
4.416,-0.09,-0.01,-0.22,0.24
4.421,-0.18,-0.02,-0.31,0.36
4.426,-0.20,-0.03,-0.39,0.44
4.431,-0.16,-0.03,-0.37,0.40
4.436,-0.16,-0.05,-0.23,0.28
4.440,-0.14,-0.03,-0.18,0.23
4.450,-0.12,-0.00,-0.23,0.26
4.451,-0.14,-0.00,-0.31,0.35
4.456,-0.19,-0.01,-0.37,0.41
4.463,-0.17,-0.01,-0.31,0.35
4.467,-0.17,-0.03,-0.26,0.31
4.471,-0.17,-0.04,-0.22,0.28
4.477,-0.12,-0.03,-0.27,0.30
4.482,-0.13,-0.03,-0.32,0.35
4.486,-0.13,-0.04,-0.33,0.35
4.491,-0.14,-0.01,-0.31,0.34
4.496,-0.15,-0.02,-0.23,0.28
4.501,-0.16,-0.05,-0.22,0.27
4.506,-0.14,-0.04,-0.32,0.36
4.512,-0.12,-0.01,-0.37,0.39
4.516,-0.15,-0.03,-0.31,0.34
4.522,-0.15,-0.06,-0.23,0.28
4.527,-0.14,-0.05,-0.24,0.28
4.533,-0.18,-0.04,-0.29,0.34
4.536,-0.19,-0.04,-0.34,0.39
4.542,-0.16,-0.03,-0.38,0.41
4.547,-0.12,-0.02,-0.31,0.33
4.552,-0.12,-0.03,-0.21,0.24
4.557,-0.14,-0.02,-0.22,0.26
4.562,-0.15,-0.01,-0.29,0.32
4.571,-0.15,-0.01,-0.35,0.38
4.573,-0.11,-0.01,-0.38,0.39
4.584,-0.13,-0.03,-0.28,0.31
4.585,-0.12,-0.04,-0.19,0.23
4.587,-0.12,-0.03,-0.21,0.24
4.593,-0.16,-0.04,-0.34,0.38
4.598,-0.20,-0.03,-0.41,0.45
4.603,-0.18,-0.03,-0.35,0.39
4.607,-0.16,-0.06,-0.24,0.29
4.613,-0.14,-0.05,-0.17,0.23
4.618,-0.14,-0.05,-0.24,0.28
4.623,-0.16,-0.02,-0.32,0.35
4.628,-0.17,-0.01,-0.35,0.39
4.633,-0.16,0.00,-0.39,0.42
4.638,-0.15,-0.03,-0.24,0.28
4.643,-0.10,-0.03,-0.18,0.21
4.651,-0.11,-0.04,-0.24,0.27
4.654,-0.14,-0.01,-0.32,0.35
4.659,-0.15,-0.01,-0.37,0.40
4.663,-0.17,-0.02,-0.37,0.40
4.669,-0.14,-0.01,-0.24,0.28
4.676,-0.12,-0.04,-0.14,0.19
4.678,-0.13,-0.04,-0.22,0.26
4.684,-0.17,-0.03,-0.34,0.38
4.689,-0.20,-0.00,-0.35,0.41
4.694,-0.14,-0.04,-0.36,0.39
4.699,-0.14,-0.01,-0.25,0.29
4.704,-0.13,-0.04,-0.24,0.27
4.712,-0.13,-0.03,-0.26,0.29
4.715,-0.11,-0.06,-0.33,0.36
4.721,-0.16,-0.00,-0.35,0.39
4.724,-0.18,-0.03,-0.27,0.33
4.748,-0.17,-0.02,-0.23,0.29
4.749,-0.12,-0.01,-0.21,0.24
4.750,-0.02,-0.02,-0.27,0.27
4.751,-0.15,-0.01,-0.37,0.40
4.751,-0.11,-0.04,-0.29,0.32
4.755,-0.12,-0.06,-0.33,0.36
4.760,-0.11,-0.04,-0.30,0.32
4.764,-0.19,-0.04,-0.24,0.31
4.770,-0.12,-0.02,-0.36,0.38
4.775,-0.13,-0.04,-0.26,0.30
4.780,-0.15,-0.01,-0.29,0.32
4.785,-0.13,-0.03,-0.22,0.26
4.789,-0.19,-0.04,-0.31,0.37
4.795,-0.15,-0.06,-0.28,0.32
4.800,-0.17,-0.05,-0.31,0.36
4.806,-0.12,-0.02,-0.29,0.31
4.810,-0.07,-0.02,-0.31,0.31
4.816,-0.14,-0.07,-0.26,0.31
4.820,-0.18,0.00,-0.29,0.34
4.827,-0.11,-0.04,-0.29,0.31
4.834,-0.16,-0.05,-0.26,0.31
4.836,-0.14,-0.02,-0.29,0.32
4.840,-0.11,-0.02,-0.25,0.28
4.841,-0.13,-0.04,-0.26,0.29
4.861,-0.15,-0.04,-0.28,0.32
4.862,-0.15,-0.04,-0.34,0.38
4.863,-0.11,-0.01,-0.33,0.35
4.864,-0.13,-0.04,-0.33,0.36
4.865,-0.12,-0.04,-0.26,0.29
4.871,-0.11,-0.03,-0.22,0.25
4.877,-0.14,-0.02,-0.25,0.28
4.881,-0.16,0.00,-0.28,0.33
4.886,-0.18,-0.03,-0.37,0.41
4.892,-0.15,-0.06,-0.30,0.34
4.897,-0.14,-0.03,-0.25,0.29
4.901,-0.15,-0.03,-0.26,0.31
4.906,-0.16,-0.03,-0.31,0.35
4.911,-0.17,-0.03,-0.31,0.36
4.916,-0.13,-0.02,-0.36,0.38
4.921,-0.12,-0.01,-0.28,0.31
4.926,-0.12,-0.01,-0.24,0.27
4.931,-0.13,-0.02,-0.23,0.27
4.936,-0.15,-0.02,-0.28,0.32
4.941,-0.15,-0.03,-0.33,0.36
4.947,-0.15,-0.03,-0.35,0.39
4.952,-0.12,-0.05,-0.30,0.32
4.958,-0.10,-0.04,-0.27,0.29
4.962,-0.11,-0.03,-0.25,0.27
4.968,-0.14,-0.02,-0.31,0.34
5.003,-0.15,-0.00,-0.33,0.37
5.004,-0.16,-0.00,-0.32,0.36
5.005,-0.16,-0.01,-0.30,0.34
5.005,-0.13,-0.04,-0.26,0.30
5.006,-0.14,-0.05,-0.27,0.31
5.007,-0.15,-0.04,-0.30,0.34
5.008,-0.16,-0.04,-0.30,0.34
5.009,-0.18,-0.03,-0.33,0.37
5.013,-0.18,-0.02,-0.30,0.35
5.017,-0.18,-0.03,-0.25,0.31
5.022,-0.16,-0.06,-0.26,0.31
5.027,-0.14,-0.04,-0.26,0.30
5.032,-0.13,-0.04,-0.30,0.33
5.037,-0.16,-0.04,-0.29,0.33
5.042,-0.17,-0.02,-0.28,0.33
5.048,-0.16,-0.01,-0.32,0.36
5.053,-0.15,0.00,-0.32,0.35
5.059,-0.13,-0.01,-0.31,0.33
5.067,-0.12,-0.01,-0.31,0.33
5.068,-0.12,-0.04,-0.30,0.33
5.092,-0.14,-0.04,-0.27,0.31
5.093,-0.15,-0.05,-0.26,0.31
5.094,-0.15,-0.05,-0.26,0.30
5.095,-0.14,-0.04,-0.30,0.33
5.095,-0.14,-0.04,-0.29,0.33
5.099,-0.13,-0.04,-0.28,0.31
5.104,-0.14,-0.04,-0.27,0.31
5.109,-0.14,-0.02,-0.26,0.29
5.114,-0.15,-0.02,-0.29,0.33
5.120,-0.13,-0.04,-0.27,0.30
5.124,-0.11,-0.05,-0.27,0.30
5.129,-0.14,-0.02,-0.28,0.31
5.134,-0.13,-0.01,-0.28,0.31
5.139,-0.15,-0.02,-0.33,0.36
5.149,-0.14,-0.01,-0.32,0.35
5.151,-0.13,-0.08,-0.28,0.32
5.154,-0.12,-0.03,-0.26,0.29
5.159,-0.14,-0.02,-0.29,0.32
5.164,-0.18,-0.02,-0.31,0.36
5.170,-0.16,-0.02,-0.23,0.28
5.182,-0.14,-0.03,-0.30,0.33
5.184,-0.14,-0.06,-0.29,0.33
5.188,-0.14,-0.04,-0.33,0.36
5.213,-0.13,-0.01,-0.29,0.32
5.214,-0.11,-0.01,-0.26,0.28
5.215,-0.13,-0.04,-0.26,0.29
5.216,-0.15,-0.08,-0.32,0.36
5.216,-0.14,-0.01,-0.34,0.36
5.217,-0.14,-0.01,-0.30,0.33
5.219,-0.16,0.01,-0.30,0.34
5.225,-0.18,-0.00,-0.27,0.33
5.230,-0.14,-0.08,-0.29,0.33
5.234,-0.07,-0.04,-0.30,0.31
5.240,-0.16,-0.05,-0.30,0.34
5.249,-0.14,-0.04,-0.34,0.37
5.250,-0.11,-0.02,-0.29,0.31
5.256,-0.14,-0.02,-0.29,0.33
5.260,-0.14,-0.04,-0.27,0.31
5.265,-0.14,-0.05,-0.26,0.29
5.270,-0.12,0.00,-0.35,0.37
5.276,-0.18,-0.04,-0.29,0.34
5.281,-0.15,-0.04,-0.28,0.32
5.285,-0.08,-0.03,-0.29,0.30
5.291,-0.14,-0.05,-0.33,0.36
5.296,-0.16,-0.03,-0.30,0.34
5.301,-0.18,-0.04,-0.29,0.34
5.308,-0.16,-0.01,-0.33,0.36
5.309,-0.14,-0.03,-0.30,0.33
5.311,-0.11,-0.05,-0.24,0.27
5.317,-0.13,-0.05,-0.26,0.29
5.340,-0.14,-0.06,-0.30,0.33
5.341,-0.13,-0.01,-0.30,0.32
5.342,-0.13,-0.03,-0.28,0.31
5.343,-0.10,-0.05,-0.25,0.28
5.344,-0.16,-0.04,-0.31,0.35
5.346,-0.17,-0.02,-0.29,0.34
5.351,-0.17,-0.03,-0.31,0.35
5.357,-0.16,-0.05,-0.28,0.32
5.362,-0.14,-0.00,-0.27,0.31
5.366,-0.12,-0.04,-0.28,0.31
5.372,-0.13,-0.04,-0.29,0.32
5.377,-0.12,-0.01,-0.30,0.32
5.381,-0.14,-0.00,-0.32,0.35
5.385,-0.16,-0.04,-0.30,0.34
5.397,-0.16,-0.03,-0.27,0.31
5.398,-0.13,-0.03,-0.28,0.31
5.401,-0.14,-0.05,-0.30,0.34
5.407,-0.18,-0.03,-0.29,0.34
5.412,-0.16,-0.01,-0.28,0.32
5.417,-0.16,-0.02,-0.29,0.33
5.422,-0.14,-0.03,-0.31,0.34
5.427,-0.16,-0.01,-0.30,0.34
5.432,-0.18,-0.01,-0.29,0.34
5.439,-0.16,-0.02,-0.29,0.34
5.443,-0.12,-0.03,-0.30,0.33
5.447,-0.12,-0.03,-0.26,0.29
5.452,-0.13,-0.03,-0.24,0.27
5.460,-0.14,-0.01,-0.27,0.31
5.463,-0.16,-0.01,-0.31,0.34
5.468,-0.13,-0.01,-0.34,0.36
5.493,-0.13,-0.02,-0.33,0.35
5.494,-0.12,-0.01,-0.29,0.31
5.496,-0.11,-0.00,-0.28,0.30
5.497,-0.13,-0.03,-0.29,0.32
5.498,-0.16,-0.02,-0.32,0.36
5.498,-0.14,-0.03,-0.32,0.35
5.506,-0.10,-0.04,-0.30,0.32
5.510,-0.15,-0.03,-0.27,0.31
5.513,-0.14,-0.05,-0.29,0.32
5.518,-0.12,-0.07,-0.30,0.33
5.524,-0.14,-0.04,-0.30,0.33
5.528,-0.15,-0.03,-0.28,0.32
5.533,-0.16,0.00,-0.29,0.33
5.539,-0.14,-0.02,-0.32,0.35
5.544,-0.14,-0.02,-0.26,0.29
5.549,-0.12,-0.03,-0.22,0.25
5.555,-0.15,-0.03,-0.30,0.34
5.561,-0.12,-0.01,-0.32,0.34
5.565,-0.14,-0.03,-0.31,0.34
5.568,-0.16,-0.05,-0.28,0.32
5.574,-0.15,-0.05,-0.31,0.35
5.579,-0.08,-0.03,-0.28,0.29
5.584,-0.10,-0.04,-0.29,0.31
5.592,-0.17,-0.03,-0.33,0.37
5.594,-0.13,-0.02,-0.26,0.29
5.598,-0.11,-0.04,-0.28,0.31
5.625,-0.15,-0.03,-0.29,0.32
5.629,-0.11,-0.02,-0.29,0.31
5.630,-0.17,-0.01,-0.29,0.33
5.632,-0.12,-0.02,-0.33,0.35
5.633,-0.16,-0.03,-0.31,0.35
5.634,-0.16,-0.04,-0.29,0.33
5.636,-0.13,-0.02,-0.26,0.29
5.641,-0.08,-0.04,-0.28,0.29
5.645,-0.12,-0.04,-0.30,0.32
5.649,-0.14,0.00,-0.31,0.34
5.654,-0.11,-0.03,-0.31,0.33
5.661,-0.16,0.01,-0.26,0.31
5.664,-0.12,-0.03,-0.31,0.34
5.670,-0.18,-0.06,-0.33,0.38
5.675,-0.16,-0.04,-0.27,0.31
5.679,-0.19,-0.01,-0.32,0.38
5.684,-0.13,-0.03,-0.28,0.31
5.689,-0.13,-0.05,-0.29,0.32
5.695,-0.12,-0.01,-0.31,0.33
5.699,-0.11,-0.02,-0.29,0.31
5.705,-0.15,0.02,-0.38,0.41
5.710,-0.21,-0.01,-0.33,0.39
5.716,-0.15,-0.01,-0.34,0.37
5.734,-0.08,-0.00,-0.27,0.28
5.735,-0.14,-0.04,-0.29,0.33
5.735,-0.15,-0.06,-0.31,0.35
5.736,-0.12,-0.02,-0.34,0.36
5.740,-0.16,-0.03,-0.31,0.36
5.746,-0.14,-0.02,-0.27,0.30
5.750,-0.15,-0.04,-0.28,0.33
5.757,-0.14,-0.03,-0.27,0.30
5.761,-0.09,-0.01,-0.31,0.32
5.766,-0.10,-0.03,-0.29,0.31
5.771,-0.17,-0.04,-0.28,0.33
5.772,-0.14,-0.02,-0.24,0.28
5.776,-0.14,-0.04,-0.22,0.27
5.781,-0.14,-0.02,-0.25,0.28
5.787,-0.15,-0.00,-0.32,0.35
5.792,-0.18,-0.04,-0.36,0.40
5.797,-0.13,-0.05,-0.32,0.35
5.803,-0.12,-0.04,-0.30,0.33
5.809,-0.17,-0.04,-0.28,0.33
5.811,-0.19,-0.02,-0.31,0.36
5.816,-0.14,-0.01,-0.28,0.31
5.823,-0.15,-0.02,-0.28,0.32
5.827,-0.15,-0.04,-0.29,0.33
5.832,-0.14,-0.01,-0.30,0.33
5.841,-0.13,-0.03,-0.27,0.30
5.842,-0.13,-0.04,-0.31,0.34
5.847,-0.12,-0.03,-0.34,0.37
5.881,-0.15,-0.03,-0.32,0.36
5.882,-0.15,-0.03,-0.32,0.36
5.883,-0.14,-0.03,-0.29,0.32
5.884,-0.16,-0.02,-0.27,0.32
5.884,-0.18,0.01,-0.30,0.35
5.885,-0.16,-0.05,-0.32,0.37
5.886,-0.13,-0.07,-0.26,0.30
5.892,-0.16,-0.03,-0.26,0.31
5.893,-0.17,-0.01,-0.29,0.34
5.897,-0.14,-0.01,-0.24,0.28
5.903,-0.14,-0.01,-0.27,0.30
5.909,-0.15,-0.02,-0.30,0.34
5.913,-0.14,-0.04,-0.29,0.32
5.917,-0.18,-0.02,-0.28,0.33
5.923,-0.15,-0.01,-0.30,0.34
5.927,-0.10,-0.01,-0.29,0.31
5.932,-0.10,-0.00,-0.26,0.28
5.938,-0.10,-0.04,-0.27,0.29
5.942,-0.14,-0.05,-0.28,0.31
5.948,-0.16,-0.03,-0.28,0.32
5.953,-0.17,-0.00,-0.29,0.33
5.959,-0.16,-0.00,-0.27,0.31
5.963,-0.13,-0.03,-0.26,0.29
5.971,-0.13,-0.04,-0.28,0.31
5.974,-0.15,-0.03,-0.29,0.32
6.007,-0.12,-0.03,-0.29,0.31
6.009,-0.11,-0.03,-0.27,0.29
6.010,-0.14,-0.04,-0.26,0.30
6.011,-0.14,-0.03,-0.28,0.31
6.012,-0.10,-0.03,-0.23,0.25
6.013,-0.13,-0.03,-0.22,0.26
6.014,-0.15,-0.04,-0.27,0.31
6.014,-0.14,-0.05,-0.27,0.31
6.019,-0.14,-0.03,-0.29,0.33
6.024,-0.15,-0.05,-0.31,0.34
6.028,-0.11,-0.02,-0.33,0.35
6.035,-0.11,-0.03,-0.33,0.35
6.040,-0.12,-0.04,-0.32,0.34
6.043,-0.12,-0.02,-0.31,0.34
6.049,-0.13,-0.01,-0.30,0.33
6.054,-0.12,-0.03,-0.29,0.32
6.059,-0.11,-0.05,-0.31,0.33
6.064,-0.14,-0.02,-0.28,0.31
6.070,-0.20,-0.01,-0.29,0.35
6.075,-0.14,-0.00,-0.28,0.31
6.079,-0.14,-0.06,-0.27,0.31
6.107,-0.16,-0.03,-0.27,0.32
6.108,-0.15,-0.03,-0.28,0.32
6.109,-0.17,-0.02,-0.28,0.33
6.110,-0.11,-0.02,-0.32,0.34
6.110,-0.16,-0.01,-0.32,0.36
6.111,-0.12,-0.01,-0.30,0.32
6.114,-0.14,-0.01,-0.33,0.36
6.121,-0.17,-0.06,-0.37,0.42
6.125,-0.14,-0.02,-0.31,0.34
6.130,-0.11,-0.01,-0.25,0.28
6.136,-0.15,-0.03,-0.30,0.34
6.140,-0.12,-0.04,-0.29,0.32
6.145,-0.14,-0.03,-0.32,0.35
6.151,-0.10,-0.07,-0.31,0.33
6.156,-0.17,-0.02,-0.29,0.34
6.160,-0.15,-0.04,-0.27,0.31
6.165,-0.13,-0.05,-0.27,0.31
6.170,-0.19,0.02,-0.31,0.36
6.176,-0.13,-0.01,-0.33,0.36
6.181,-0.11,-0.06,-0.30,0.32
6.186,-0.15,-0.02,-0.26,0.30
6.191,-0.13,-0.04,-0.31,0.34
6.196,-0.14,-0.04,-0.30,0.33
6.223,-0.12,-0.04,-0.29,0.32
6.225,-0.18,-0.05,-0.28,0.34
6.225,-0.17,-0.02,-0.24,0.29
6.226,-0.16,-0.02,-0.30,0.34
6.227,-0.10,-0.04,-0.26,0.28
6.228,-0.15,-0.03,-0.28,0.32
6.231,-0.17,-0.03,-0.31,0.35
6.238,-0.13,-0.02,-0.30,0.32
